,ACCESSNO,CATEGORYNO,SITE,SITENO,PROVENANCE
3_0663,3,663,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - ID Locality - Bluehill Falls, Me. Situation - Bottom of black pebbles E. of stake ID/5E."
3_0664,3,664,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - IC.2 Locality - Bluehill Falls, Me. Situation - In shells and in shells and pebbles."
3_0665,3,665,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - IC.2 Locality - Bluehill Falls, Me. Situation - In shell in hearth complex."
3_0666,3,666,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - IC.2 Locality - Bluehill Falls, Me. Situation - Under stake IC.2/5E. In shell below plow line."
3_0670,3,670,Nevin Shell Heap.,Me.152/1,"Provenience Description - Pocket of shells & gravel N.W. corner Section number - 6E Trench Number - ID.1 Me.152/1 Locality - Bluehill Falls, Me."
3_0671,3,671,Nevin Shell Heap.,Me.152/1,"Provenience Description - N.W. corner in pocket of shell & gravel Section number - 6E Trench Number - ID.1 Me.152/1 Locality - Bluehill Falls, Me."
3_0672,3,672,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 Excav Date - 00/00/36 Me.152/1 Locality - Bluehill Falls, Me. Pocket of shell in SW corner"
3_0673,3,673,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 Excav Date - 00/00/36 Pocket of shell near SW corner Me.152/1 Locality - Bluehill Falls, Me."
3_0674,3,674,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 In shells in NE corner Me.152/1 Locality - Bluehill Falls, Me."
3_0675,3,675,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.4 Above plow line. Me.152/1 Locality - Bluehill Falls, Me."
3_0676,3,676,Nevin Shell Heap.,Me.152/1,"Provenience Description - On top of humus (after shell layer had been removed) Section number - 6E Trench Number - IC.4 Me.152/1 Locality - Bluehill Falls, Me."
3_0677,3,677,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 In shell above plow line. Me. 152/1 Locality - Bluehill Falls, Me."
3_0678,3,678,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/37 Below end shells in humus. Me.152/1 Locality - Bluehill Falls, Me."
3_0679,3,679,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Below 2nd shells in humus. Me.152/1 Locality - Bluehill Falls, Me."
3_0680,3,680,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Below 2nd shells in humus. Me.152/1 Locality - Bluehill Falls, Me."
3_0681,3,681,Nevin Shell Heap.,Me.152/1,"Section number - 6E. (near stake). Trench Number - IC.2 Excav Date - 00/00/36 Below first layer of shell. Me.152/1 Locality - Bluehill Falls, Me."
3_0682,3,682,Nevin Shell Heap.,Me.152/1,"Provenience Description - Near stake Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Near grave pit in humus beneath brown pebbles. Me.152/1 Locality - Bluehill Falls, Me."
3_0683,3,683,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 In humus just below layer of brown pebbles. Me.152/1 Locality - Bluehill Falls, Me."
3_0684,3,684,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In black pebbles 48cm from top of heap from stake IC.1/7E Me.152/1 Locality - Bluehill Falls, Me."
3_0685,3,685,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 In humus (low) Me.152/1 Locality - Bluehill Falls, Me."
3_0686,3,686,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles below shells. Me.152/1 Locality - Bluehill Falls, Me."
3_0687,3,687,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Black pebbles, W. of hearth Locality - Bluehill Falls, ME"
3_0688,3,688,Nevin Shell Heap.,Me.152/1,"Provenience Description - On top of hearth beneath stake IC.1/6E Section number - 6E Trench Number - IC.1 Locality - Bluehill Falls, ME"
3_0689,3,689,Nevin Shell Heap.,Me.152/1,"Provenience Description - West of hearth Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles W. of hearth. Locality - Bluehill Falls, ME"
3_0690,3,690,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles, W. of hearth Locality - Bluehill Falls, ME"
3_0691,3,691,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Near bottom of humus. Locality - Bluehill Falls, ME"
3_0692,3,692,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Near bottom of humus. Locality - Bluehill Falls, ME"
3_0693,3,693,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 100cm. from Trench IC/6E. 153cm. from IC.1/5E. 79cm. below top of heap IC.1/5E. Locality - Bluehill Falls, ME"
3_0694,3,694,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles below shells. Locality - Bluehill Falls, ME"
3_0695,3,695,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In wash of bank. Locality - Bluehill Falls, ME"
3_0696,3,696,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In black pebbles below shells. Locality - Bluehill Falls, ME"
3_0697,3,697,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Below pebbles and shells in humus. Locality - Bluehill Falls, ME"
3_0698,3,698,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In black humus below shells. Locality - Bluehill Falls, ME"
3_0699,3,699,Nevin Shell Heap.,Me.152/1,"Provenience Description - From scrap. Section number - 6E Trench Number - IC.4 Locality - Bluehill Falls, ME"
3_0700,3,700,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.3 Locality - Bluehill Falls, Me. Remarks - Taken from scrap"
3_0701,3,701,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 Excav Date - 000/00/36 Locality - Bluehill Falls, Me. Situation - N.W. corner. Near top of shell."
3_0702,3,702,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0703,3,703,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 Locality - Bluehill Falls, Me. Situation - In top of shell."
3_0704,3,704,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0705,3,705,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0706,3,706,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0709,3,709,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0710,3,710,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0711,3,711,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0712,3,712,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - ID.1 Locality - Bluehill Falls, Me. Situation - S.W. corner lower part of shell."
3_0713,3,713,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.4 On surface at bottom of shell. Locality-Bluehill Falls, ME."
3_0714,3,714,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.4 In shells beneath plow line. Locality-Bluehill Falls, ME."
3_0715,3,715,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.4 In shells below plow line. Locality-Bluehill Falls, ME."
3_0716,3,716,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.3 Taken from scrap. Locality-Bluehill Falls, ME."
3_0717,3,717,Nevin Shell Heap.,Me.152/1,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black humus below shell. Locality-Bluehill Falls, ME."
3_0721,3,721,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - ID.1 Excav Date - 00/00/36 In shells. Locality-Bluehill Falls, ME."
3_0722,3,722,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.4 Excav Date - 00/00/36 Just below sod. Locality-Bluehill Falls, ME."
3_0723,3,723,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.4 Excav Date - 00/00/36 In shells. Locality-Bluehill Falls, ME."
3_0724,3,724,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.4 Excav Date - 00/00/36 In shell. Locality-Bluehill Falls, ME."
3_0725,3,725,Nevin Shell Heap.,Me.152/1,"Provenience Description - 4.6cm In shell above plowline (possibly strata 13) Section number - 7E Trench Number - IC.3 Locality-Bluehill Falls, ME."
3_0726,3,726,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Among stones and shells disturbed by plow. Locality-Bluehill Falls, ME."
3_0727,3,727,Nevin Shell Heap.,Me.152/1,"Provenience Description - 12.5 cm Below pile of stones in black humus nad pebbles. Section number - 7E Trench Number - IC.4 Locality-Bluehill Falls, ME."
3_0728,3,728,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - ID.1 Excav Date - 00/00/36 Below shell in pebbles Locality-Bluehill Falls, ME."
3_0729,3,729,Nevin Shell Heap.,Me.152/1,"Provenience Description - At stake IC.3/6E Below pebbles & shell in black humus Section number - 7E Trench Number - IC.3 Locality-Bluehill Falls, ME."
3_0730,3,730,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Below plow line and shell in pebbles in humus. Locality-Bluehill Falls, ME."
3_0731,3,731,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 In humus below 2nd layer of shell. Locality-Bluehill Falls, ME."
3_0732,3,732,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.4 Excav Date - 00/00/36 In black humus Locality-Bluehill Falls, ME."
3_0733,3,733,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.4 In shell. Locality-Bluehill Falls, ME."
3_0734,3,734,Nevin Shell Heap.,Me.152/1,Section number - 7E (stake). Trench Number - ID 41 cm. from top of heap in pebbles.
3_0735,3,735,Nevin Shell Heap.,Me.152/1,"Provenience Description - In shells above plowline (possibly strata 13) Section number - 7E Trench Number - IC.2 Locality: Bluehill Falls, Me."
3_0736,3,736,Nevin Shell Heap.,Me.152/1,"Provenience Description - In shells above plowline (possibly strata 13) Section number - 7E Trench Number - IC.2 Locality: Bluehill Falls, Me."
3_0737,3,737,Nevin Shell Heap.,Me.152/1,"Section number - 7E in the first layer of shell. Trench Number - IC.2 Locality: Bluehill Falls, Me."
3_0738,3,738,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 In black hummus below 1st shell layer. Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0739,3,739,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 In black hummus below 1st shell layer. Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0740,3,740,Nevin Shell Heap.,Me.152/1,"Provenience Description - Just below shells in humus. 39cm below top of heap (IC.1/6E) Section number - 7E Trench Number - IC.2 Locality: Bluehill Falls, Me."
3_0741,3,741,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Locality: Bluehill Falls, Me. Excav Date - 00/00/36"
3_0742,3,742,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0743,3,743,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0744,3,744,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 In second layer of shells. Locality: Bluehill Falls, Me."
3_0745,3,745,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 In shells below plow line. Locality: Bluehill Falls, Me."
3_0746,3,746,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 In shells below plow line. Excav Date - 00/00/36 Bluehill Falls, Me."
3_0747,3,747,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 In 2nd layer of shells. Excav Date - 00/00/36 Bluehill Falls, Me."
3_0748,3,748,Nevin Shell Heap.,Me.152/1,"Provenience Description - Just outside Grave pit 1. Distance of IC1/7E -145W and 25 down. Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me."
3_0749,3,749,Nevin Shell Heap.,Me.152/1,"From hearth complex In bottom of heap near small hearth. Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me."
3_0750,3,750,Nevin Shell Heap.,Me.152/1,"In humus near grave pit 1. Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Bluehill Falls, Me."
3_0751,3,751,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 In black humus (not in situ) Locality - Bluehill Falls, ME"
3_0752,3,752,Nevin Shell Heap.,Me.152/1,"Section number - 7E (W) Trench Number - IC.1 Excav Date - 00/00/36 In black humus beneath shell layers Locality - Bluehill Falls, ME"
3_0753,3,753,Nevin Shell Heap.,Me.152/1,"Provenience Description - Under IC/7E (stake) In lower shell-clearing Grave 2. Section number - 7E Trench Number - IC Human remains date - Late Archaic Moorehead Phase Locality - Bluehill Falls, Me."
3_0754,3,754,Nevin Shell Heap.,Me.152/1,"Provenience Description - Under IC/7E (stake). In lower shell-clearing Grave 2. Section number - 7E Trench Number - IC Human remains date - Late Archaic Moorehead Phase Locality - Bluehill Falls, Me."
3_0755,3,755,Nevin Shell Heap.,Me.152/1,"Provenience Description - Under stake IC/7E. In fill of Grave 2. Section number - 7E Trench Number - IC Human remains date - Late Archaic Moorehead Phase Locality - Bluehill Falls, Me."
3_0756,3,756,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - ID.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0757,3,757,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0758,3,758,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0759,3,759,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0760,3,760,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0761,3,761,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0762,3,762,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0764,3,764,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0765,3,765,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, Me."
3_0766,3,766,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Bluehill Falls, Me. In humus between 1st and 2nd layers of shell."
3_0767,3,767,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 Bluehill Falls, Me. In black humus below 2nd shell layer."
3_0768,3,768,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In shell below plow line."
3_0769,3,769,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In black humus and pebbles beneath shells."
3_0770,3,770,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. Just under 2nd shell in black humus."
3_0771,3,771,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. IN black humus under 2nd shell. layer."
3_0772,3,772,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In black humus beneath 2nd shell layer."
3_0773,3,773,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In 2nd shell layer"
3_0774,3,774,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In black pebbles under 2nd shell layer."
3_0775,3,775,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In black humus below 2nd shell layer."
3_0776,3,776,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In black humus under 2nd shell layer."
3_0778,3,778,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. Under 2nd shell layer in black humus."
3_0780,3,780,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In brown-black humus beneath 2nd shell."
3_0781,3,781,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Excav Date - 00/00/36 Bluehill Falls, Me. In shell below plow line."
3_0782,3,782,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Bluehill Falls, Me. In humus.Taken from scrap."
3_0785,3,785,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - ID.1 Locality - Bluehill Falls, Me. Bottom level of shells."
3_0786,3,786,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Locality - Bluehill Falls, Me. Below shell. Remarks - Taken from scrap."
3_0787,3,787,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Locality - Bluehill Falls, Me. In shell."
3_0788,3,788,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Locality - Bluehill Falls, Me. Just below 1st shell layer in pebbles."
3_0789,3,789,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Locality - Bluehill Falls, Me. In shell below plow line."
3_0790,3,790,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.1 Locality - Bluehill Falls, Me. In 2nd layer of shells, 30 cm below top of heap from IC.1/7E."
3_0791,3,791,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Locality - Bluehill Falls, Me. 1st shell layer. Remarks - From scrap."
3_0792,3,792,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Locality - Bluehill Falls, Me. In shells just below plowline. Remarks - Two sherds show possible vegetable inclusions in paste."
3_0793,3,793,Nevin Shell Heap.,Me.152/1,"Provenience Description - Back dirt, grave 1. Section number - 6E Trench Number - IC.2 Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Excav Date - 7/00/1936"
3_0818,3,818,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Just below sod. Figured-(Case E297)"
3_0819,3,819,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Sitaution-Just below shell."
3_0820,3,820,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Bottom of shell."
3_0821,3,821,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Just below sod."
3_0822,3,822,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In shell. Figured-(Case E297)"
3_0823,3,823,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In lowest shell. Figured-(Case E297)"
3_0824,3,824,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In lower shell below plow line."
3_0825,3,825,Nevin Shell Heap.,Me.152/1,"Provenience Description - In lower shell- clearing for Grave 2. Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-39 cm. from top of heap in black humus."
3_0826,3,826,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-36 cm. from top of heap in disturbed black humus near stake ID.1/7E."
3_0827,3,827,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/37 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In black humus."
3_0828,3,828,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Below shell in black humus."
3_0829,3,829,Nevin Shell Heap.,Me.152/1,"Provenience Description - In bottom of heap near small hearth. Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In black humus below shell."
3_0830,3,830,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Black humus below shell."
3_0831,3,831,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 In humus below shell. Locality: Bluehill Falls, Me."
3_0832,3,832,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 In humus below shell. Locality: Bluehill Falls, Me."
3_0833,3,833,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Found in black deposit under pile of stones. 45cm. below stake IC.3/7E Locality: Bluehill Falls, Me."
3_0834,3,834,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 In black humus. Locality: Bluehill Falls, Me."
3_0835,3,835,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Below shell in humus. W. side of hearth 3. Locality: Bluehill Falls, Me."
3_0836,3,836,Nevin Shell Heap.,Me.152/1,"Provenience Description - In ash of Hearth 3. Section number - 8E Trench Number - IC.4 In ash of hearth 3. Locality: Bluehill Falls, Me."
3_0837,3,837,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 In black humus under hearth 3. Locality: Bluehill Falls, Me."
3_0838,3,838,Nevin Shell Heap.,Me.152/1,"Provenience Description - Below shell in humus, west side of Hearth 3 Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0839,3,839,Nevin Shell Heap.,Me.152/1,"Provenience Description - In humus - peel 2 (possibly strata 41 Section number - 8E Trench Number - IC.3 Locality: Bluehill Falls, Me."
3_0840,3,840,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 In plowed shell. Locality: Bluehill Falls, Me."
3_0841,3,841,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Level Overflow: Near stake IC1/7E below first shell in humus among rocks in rock complex Excav Date - 00/00/36 Locality: Bluehill Falls, Me."
3_0842,3,842,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 In humus below 2nd shell layer. Locality: Bluehill Falls, Me."
3_0843,3,843,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In black humus and pebbles in rock complex. Locality: Bluehill Falls, Me."
3_0844,3,844,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.2 Excav Date - 00/00/36 In humus and pebbles. Locality: Bluehill Falls, Me."
3_0845,3,845,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Among stones at plow line in shells. Locality: Bluehill Falls, Me."
3_0846,3,846,Nevin Shell Heap.,Me.152/1,"Provenience Description - In shell below plow line Section number - 8E Trench Number - IC.1 Locality: Bluehill Falls, Me."
3_0847,3,847,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In mixed shell in dirt between lens. Locality: Bluehill Falls, Me."
3_0848,3,848,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In shell near hearth below plow line. Locality: Bluehill Falls, Me."
3_0849,3,849,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In pebbles and humus below mixed shells and humus. Locality: Bluehill Falls, Me."
3_0850,3,850,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 On 8E line in pebbles and humus below mixed shells and humus. Locality: Bluehill Falls, Me."
3_0851,3,851,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - In rocks of hearth on line IC.1/8E. In shell."
3_0852,3,852,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me Situation - In black humus and pebbles below 1st shell layer."
3_0853,3,853,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - In 2nd level of rock and lower shell."
3_0854,3,854,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me Situation - In pebbles and humus below shell."
3_0855,3,855,Nevin Shell Heap.,Me.152/1,"Provenience Description - In lower shell & humus. Section number - 8E Trench Number - IC.1 Locality - Bluehill Falls, Me. Situation - In lower shell and humus."
3_0856,3,856,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - In lower shell."
3_0857,3,857,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - Just under shells in mixed shells and pebbles."
