,ACCESSNO,CATEGORYNO,SITE,SITENO,PROVENANCE
3_0990,3,990,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Sex - Indeterminate Age - Juvenile Cause of death - Indeterminate Burial position - Indeterminate Population type - Native American Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0991,3,991,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Grave 2. Figured - (Case E297)."
3_0992,3,992,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Situation - Grave 2. Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0993,3,993,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Grave 2. East end an N. W. side in red ochre."
3_0994,3,994,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Floor of grave 2."
3_0816,3,816,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Grave pit 1."
3_0811,3,811,Nevin Shell Heap.,Me.152/1,"Provenience Description - Under #3/798, in grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0812,3,812,Nevin Shell Heap.,Me.152/1,"Provenience Description - South and west of small stake #11, near skeleton in grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0981,3,981,Nevin Shell Heap.,Me.152/1,"Provenience Description - Fill of shaft. Grave 2. Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0982,3,982,Nevin Shell Heap.,Me.152/1,"Provenience Description - In lower shell - in clearing Grave 2. Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0708,3,708,Nevin Shell Heap.,Me.152/1,"Provenience Description - These fragments found outside any established grave boundaries, but nearest to Grave 1, could be the individual from Grave 1. Unit Overflow: 90cm from IC/6E. 182 cm from IC.1/5E."
3_0763,3,763,Nevin Shell Heap.,Me.152/1,"Provenience Description - These fragments found outside established grave boundaries. They could be the individual from Grave 1. Locality - Bluehill Falls, Me."
3_0779,3,779,Nevin Shell Heap.,Me.152/1,Provenience Description - This fragment found near Grave 1 does not correspond to the description of Grave 1.
3_0980,3,980,Nevin Shell Heap.,Me.152/1,"Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0909,3,909,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Bluehill Falls, Me."
3_0602,3,602,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Bluehill Falls, ME. Top of shells and down into the shell. Trench ID. 1 and 2, Section 4E"
3_0669,3,669,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - Trench IC.3, Section 5E. Below plow line under large stone in clam shells."
3_0601,3,601,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Top of shells and down into the shells. Trench ID.1 and 2, ssection 4E."
3_0945,3,945,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0543,3,543,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Locality: Bluehill Falls, Me. Situation: Trench IC.4, Section 3E. 8 cm. below top of shell."
3_0719,3,719,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Trench IC.4, Section 6E. In shell approx. 15cm. below top of heap. Locality-Bluehill Falls, ME."
3_0668,3,668,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - IC.4, Section 5E. in shell 8 cm. below sod."
3_0718,3,718,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 In shells. Locality-Bluehill Falls, ME."
3_0707,3,707,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - Trench IC.2, Section 6E"
3_0967,3,967,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0643,3,643,Nevin Shell Heap.,Me.152/1,"Locality: Bluehill Falls, Me. Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 8cm. under sod. In shells."
3_0648,3,648,Nevin Shell Heap.,Me.152/1,"Locality: Bluehill Falls, Me. Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 In charcoal and shell."
3_0529,3,529,Nevin Shell Heap.,Me.152/1,"Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Excav Date - 00/00/36 Locality: Bluehill Falls, Me. Situation: Trench IC.4, Section 3E. In shell."
1_0001,1,1,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. On sand under shell, just south of stake 1."
1_0002,1,2,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Black sandy loam near stake 2."
1_0003,1,3,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Black sandy loam, 1M. east of stake A."
1_0014,1,14,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. On top of heap."
1_0004,1,4,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Top of first shell layer."
1_0015,1,15,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Bottom of black loam and shell."
1_0005,1,5,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Underneath lowest shell layer."
1_0006,1,6,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. W. of edge of lower shell, near stake A."
1_0016,1,16,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Bottom of black loam and shell."
1_0007,1,7,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. On top of heap."
1_0017,1,17,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Top of heap."
1_0008,1,8,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Hard packed loam, W. of stake A."
1_0018,1,18,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Bottom of scallop shells."
1_0009,1,9,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Bottom of first shell layer."
1_0010,1,10,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. On top of heap."
1_0011,1,11,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Hard black loam E. of stake 1."
1_0019,1,19,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In black dirt above lower shell layer N.E. of pit 3."
1_0012,1,12,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In top layer of broken shell and loam almost upon main shell layer."
1_0020,1,20,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Pit 4 east of gully."
1_0013,1,13,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Black occupational dirt."
1_0021,1,21,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer above scallops."
1_0023,1,23,Squibnocket Cliff.,,"Squibnocket head, southwest side of Martha's vineyard mass. Below second shell layer in yellowish-black humus."
1_0035,1,35,Squibnocket Cliff.,,"Squibnocket Head, southwestside of Martha's Vineyard, Mass. Upper shell Tr. 1."
1_0022,1,22,Squibnocket Cliff.,,"Squibnocket head, southwest side of Martha's vineyard Mass. Black humus between first and second shell layer."
1_0024,1,24,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. Below second layer in brown humus."
1_0036,1,36,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In shell in Tr.I."
1_0025,1,25,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In base of first shell in W. part of heap."
1_0026,1,26,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In humus below first shell in W. side of heap."
1_0037,1,37,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In shell in Tr.I."
1_0038,1,38,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In shell in Tr.I."
1_0027,1,27,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In humus below second shell in W. side of heap."
1_0039,1,39,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In small/ shell pit on bank east of excavation."
1_0028,1,28,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In humus near pocket of second shells."
1_0029,1,29,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In black muddy loam in west end of heap."
1_0040,1,40,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. near hearth II in humus below shells."
1_0030,1,30,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. trench 1 at base of shells"
1_0031,1,31,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In a small shell pit east of shell heaps of excavation."
1_0041,1,41,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Found in scrap."
1_0032,1,32,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In a small shell pit east of shell heaps of excavation."
1_0042,1,42,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer/ N.E. of stake B."
1_0033,1,33,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. In very small shell pit, located on bank east of excavation."
1_0034,1,34,Squibnocket Cliff.,,"Squibnocket head, southwest side of Marth's Vinyard mass. Top of first shell layer (west)"
1_0043,1,43,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In hard packed loam."
1_0044,1,44,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Beneath shell in black sandy loam, near stake A in fan of bank."
2_0067,2,67,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, peel."
1_0045,1,45,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Lower scallop shell, near Stake B."
1_0046,1,46,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Shells of lower layer."
2_0068,2,68,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, peel."
1_0047,1,47,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer."
1_0048,1,48,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Near top of upper shells."
1_0049,1,49,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer, W. end."
2_0069,2,69,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Trench 1."
1_0050,1,50,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer."
1_0051,1,51,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Black occupational debris over west end of pit 1."
1_0052,1,52,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In scallop shells."
2_0070,2,70,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, peel."
1_0053,1,53,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Top of heap near west end of cut."
2_0071,2,71,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1, Pit 1 A."
1_0054,1,54,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In black dirt above lower shell layer west of pit 3."
2_0072,2,72,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Pit 1 A, at top."
1_0055,1,55,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In shells at base of first layer at west end."
2_0073,2,73,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-3, below shell."
1_0056,1,56,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In base of first shell in W. part of heap."
2_0074,2,74,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-3, below shell."
1_0057,1,57,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In base of first shell in W. part of heap."
1_0058,1,58,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. In base of first shell in W. part of heap."
2_0075,2,75,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 3, below ""floor"" on west end between Pits A and C."
1_0059,1,59,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Between first and second shell layers in black humus."
1_0060,1,60,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Found in looking over scrap."
2_0088,2,88,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 4, in yellow sand. Found in scrap."
1_0061,1,61,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Found in scrap."
1_0062,1,62,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Found in scrap."
2_0085,2,85,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 4, in mixed shell and humus in bank."
1_0063,1,63,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Top of first shell layer"
1_0064,1,64,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Bottom of black loam and shell."
1_0065,1,65,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. First shell layer above scallops."
1_0066,1,66,Squibnocket Cliff.,,"Squibnocket Head, southwest side of Martha's Vineyard, Mass. Found in looking over scrap."
2_0076,2,76,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. In mottled sand below brown ""floor"" west of Pit 3-A."
2_0077,2,77,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-4, to bottom of shell."
2_0100,2,100,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 7, mixed shell and humus."
2_0078,2,78,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-4, to bottom of shell."
2_0079,2,79,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-4, to bottom of shell."
2_0101,2,101,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 7, mixed shell and humus."
2_0080,2,80,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 1-4, to bottom of shell."
2_0081,2,81,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 1-4, to bottom of shell."
2_0102,2,102,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 7, mixed shell and humus."
2_0082,2,82,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 1-4, to bottom of shell."
2_0103,2,103,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Yellow sand at west edge of Pit 7B."
2_0083,2,83,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 1-4, to bottom of shell."
2_0104,2,104,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Pit 7C."
2_0084,2,84,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 1-4, to bottom of shell."
2_0105,2,105,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 8, in yellow sand."
2_0086,2,86,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 1-4. Found in scrap."
2_0106,2,106,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 8, in brown humus below shell."
2_0087,2,87,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 4 in brown-stained sand at west end of section."
2_0107,2,107,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 8, in brown humus below shell."
2_0108,2,108,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 7, mixed shell and humus."
2_0109,2,109,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 9, in broken humus below shell. Remarks Impossible to identify broken point from top of shell."
2_0089,2,89,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 4 in yellow sand Found in scrap."
2_0090,2,90,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 4, in sand."
2_0110,2,110,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 9, in broken humus below shell. Remarks Impossible to identify broken point from top of shell."
2_0091,2,91,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Yellow sand around stones of pavement, east end sec. 4"
2_0111,2,111,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 9, in broken humus below shell."
2_0112,2,112,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 9, found in broken humus below shell."
2_0092,2,92,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. In brown soil above floor of stone in west part of sec. 4."
2_0113,2,113,Hornblower Shell Heap.,,"Locality East end of Squibnocket Pond, Martha's Vineyard, Mass. Situation Sec. 9, in broken humus below shell."
2_0093,2,93,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 4, north of floor of stones"
2_0094,2,94,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. In yellow sand at east end of section 5, north of 5 B."
2_0129,2,129,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, in shell."
2_0095,2,95,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 6, in shell and humus below plow line."
2_0096,2,96,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 6, in shell and humus below plow line."
2_0114,2,114,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in black humus below shell."
2_0097,2,97,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 6, in mixed shell and humus."
2_0098,2,98,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 6, in mixed shell and humus."
2_0115,2,115,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in black humus below shell."
2_0099,2,99,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 6, in mixed shell and humus."
2_0130,2,130,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, below shell."
2_0167,2,167,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 13, below plow line."
2_0116,2,116,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, below shell in brown humus."
2_0131,2,131,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Pit 10 C."
2_0168,2,168,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 13, below plow line."
2_0132,2,132,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 11, in shell."
2_0169,2,169,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 13, below plow line."
2_0133,2,133,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. 1, Sec. 11, in shell."
2_0170,2,170,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 18, outside of heap."
2_0146,2,146,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, black humus in oyster shells below plow line."
2_0117,2,117,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in shell."
2_0171,2,171,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 18, above shell."
2_0147,2,147,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in shell"
2_0118,2,118,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in shell."
2_0172,2,172,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. I, Sec. 18 above shell."
2_0148,2,148,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in shell"
2_0119,2,119,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in yellow sand."
2_0149,2,149,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in shell Found in scrap."
2_0173,2,173,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 18, below shell."
2_0120,2,120,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in shell."
2_0174,2,174,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Tr. I, above shell in Sec. 19."
2_0150,2,150,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in shell. Found in scrap."
2_0151,2,151,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in shell. Found in scrap."
2_0121,2,121,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 9, in yellow sand."
2_0175,2,175,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 19, in shell."
2_0152,2,152,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 13, below plow line Found in scrap."
2_0122,2,122,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, in shell."
2_0176,2,176,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 19, in shell."
2_0123,2,123,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, in shell."
2_0153,2,153,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, in shell."
2_0177,2,177,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 20, in shell. Found in scrap."
2_0124,2,124,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, below shell."
2_0125,2,125,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, in shell below plow line"
2_0126,2,126,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, Tr. l, in shell."
2_0127,2,127,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, below shell. These all came from one pocket of cat. no. 2/128"
2_0128,2,128,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 10, below shell. These all came from one pocket of cat. no. 2/127"
2_0154,2,154,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 13, above and in shell."
2_0155,2,155,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, in brown and yellow sand below shell"
2_0178,2,178,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 20, above plow line."
2_0156,2,156,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, in brown and yellow sand below shell"
2_0157,2,157,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, above oyster shells in black humus and cohogs."
2_0158,2,158,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, above oyster shells in black humus and cohog shells."
2_0179,2,179,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Pit 20 A."
2_0159,2,159,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, above oyster shells in black humus and cohog shells."
2_0183,2,183,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 21, sand and shell in south side"
2_0180,2,180,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 20, below shells"
2_0136,2,136,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 11, in humus below shell."
2_0160,2,160,Hornblower Shell Heap.,,"East end of Squibnocket Pond, Martha's Vineyard, Mass. Sec. 12, above oyster shells in black humus and cohog."
